20200516,0
20200515,0
20200514,0
20200513,0
20200512,0
20200511,0
20200510,0
20200509,0
20200508,0
20200507,0
20200506,0
20200505,0
20200504,0
20200503,0
20200502,0
20200501,0
20200430,0
20200429,0
20200428,0
20200427,0
20200426,0
20200425,0
20200424,0
20200423,0
20200422,0
20200421,0
20200420,0
20200419,0
20200418,0
20200417,0
20200416,0
20200415,0
20200414,0
20200413,0
20200412,0
20200411,0
20200410,0
20200409,0
20200408,0
20200407,0
20200406,0
20200405,0
20200404,0
20200403,0
20200402,0
20200401,0
20200331,0
20200330,0
20200329,0
20200328,0
20200327,2
20200326,0
20200325,0
20200324,2
20200323,7
20200322,0
20200321,1
20200320,7
20200319,6
20200318,4
20200317,0
20200316,1
20200315,0
20200314,1
20200313,6
20200312,2
20200311,0
20200310,3
20200309,0
20200308,0
20200307,0
20200306,0
20200305,3
20200304,0
20200303,0
20200302,0
20200301,0
20200229,0
20200228,0
20200227,0
20200226,0
20200225,0
20200224,0
20200223,0
20200222,0
20200221,0
20200220,0
20200219,2
20200218,1
20200217,3
20200216,0
20200215,0
20200214,0
20200213,0
20200212,4
20200211,0
20200210,0
20200209,0
20200208,0
20200207,0
20200206,0
20200205,0
20200204,0
20200203,0
20200202,0
20200201,0
20200131,0
20200130,0
20200129,0
20200128,0
20200127,0
20200126,0
20200125,0
20200124,0
20200123,0
20200122,0
20200121,0
20200120,2
20200119,0
20200118,0
20200117,0
20200116,0
20200115,0
20200114,0
20200113,0
20200112,0
20200111,0
20200110,0
20200109,0
20200108,0
20200107,0
20200106,0
20200105,0
20200104,0
20200103,0
20200102,0
20200101,0
20191231,0
20191230,0
20191229,0
