20191228,0
20191227,0
20191226,0
20191225,0
20191224,0
20191223,0
20191222,0
20191221,0
20191220,0
20191219,0
20191218,0
20191217,0
20191216,0
20191215,0
20191214,0
20191213,0
20191212,0
20191211,0
20191210,0
20191209,0
20191208,0
20191207,0
20191206,1
20191205,1
20191204,0
20191203,0
20191202,0
20191201,0
20191130,0
20191129,0
20191128,3
20191127,1
20191126,2
20191125,0
20191124,0
20191123,0
20191122,2
20191121,3
20191120,1
20191119,0
20191118,0
20191117,0
20191116,0
20191115,0
20191114,0
20191113,2
20191112,1
20191111,2
20191110,0
20191109,0
20191108,0
20191107,0
20191106,0
20191105,0
20191104,0
20191103,0
20191102,0
20191101,0
20191031,0
20191030,0
20191029,0
20191028,0
20191027,0
20191026,0
20191025,0
20191024,0
20191023,0
20191022,0
20191021,0
20191020,0
20191019,0
20191018,0
20191017,0
20191016,0
20191015,0
20191014,0
20191013,0
20191012,0
20191011,0
20191010,0
20191009,0
20191008,0
20191007,0
20191006,0
20191005,0
20191004,0
20191003,0
20191002,0
20191001,0
20190930,0
20190929,0
20190928,0
20190927,0
20190926,0
20190925,0
20190924,0
20190923,0
20190922,0
20190921,0
20190920,0
20190919,0
20190918,0
20190917,0
20190916,0
20190915,0
20190914,0
20190913,0
20190912,0
20190911,0
20190910,0
20190909,0
20190908,0
20190907,0
20190906,0
20190905,0
20190904,0
20190903,0
20190902,0
20190901,0
20190831,0
20190830,0
20190829,0
20190828,0
20190827,0
20190826,0
20190825,0
20190824,0
20190823,0
20190822,0
20190821,0
20190820,0
20190819,0
20190818,0
20190817,0
20190816,0
20190815,0
20190814,0
20190813,0
20190812,0
20190811,0
